,Latitude,Longitude,RESapparent
0,56.039415,37.167798,51.58571429
1,56.03942822420032,37.16780726383583,47.1
2,56.039441448399955,37.16781652767803,40.37142857
3,56.039454672598914,37.16782579152657,47.1
4,56.039467896797156,37.16783505538146,56.07142857
5,56.039481120994715,37.1678443192427,56.52
6,56.03949434519157,37.16785358311028,65.41666667
7,56.03950756938773,37.167862846984214,60.18333333
8,56.03952079358319,37.1678721108645,87.47142857
9,56.03953401777798,37.16788137475114,91.58333333
10,56.03954724197206,37.167890638644124,59.97752809
11,56.039560466165454,37.16789990254345,53.22033898
12,56.03957369035814,37.16790916644914,54.23636364
13,56.039586914550156,37.167918430361176,62.06976744
14,56.039600138741456,37.167927694279555,55.16216216
15,56.03961336293207,37.16793695820429,52.33333333
16,56.039626587121994,37.16794622213537,58.77435897
17,56.039639811311226,37.1679554860728,57.49295775
18,56.039653035499754,37.16796475001658,85.63636364
19,56.0396662596876,37.167974013966706,59.94545455
20,56.03967948387472,37.167983277923184,55.70967742
21,56.03969270806118,37.167992541886015,40.45769231
22,56.03970593224693,37.168001805855184,51.67088608
23,56.03971915643199,37.16801106983071,41.71044776
24,56.039732380616364,37.16802033381259,77.29230769
25,56.039745604800025,37.16802959780082,70.90322581
26,56.03975882898301,37.168038861795395,81.7260274
27,56.0397720531653,37.16804812579632,78.5
28,56.0397852773469,37.16805738980359,69.58918919
29,56.03979850152779,37.16806665381721,76.75555556
30,56.039811725708,37.168075917837186,81.11666667
31,56.039824949887496,37.16808518186351,38.97931034
32,56.03983817406632,37.16809444589618,74.76190476
33,56.03985139824445,37.1681037099352,104.6666667
34,56.039864622421874,37.16811297398057,89.71428571
35,56.03987784659861,37.168122238032296,88.56410256
36,56.039891070774644,37.16813150209036,84.86486486
37,56.039904294949984,37.168140766154785,83.73333333
38,56.03991751912465,37.168150030225554,74.575
39,56.0399307432986,37.168159294302676,58.875
40,56.03994396747184,37.16816855838614,23.55
41,56.03995719164444,37.16817782247596,77.12280702
42,56.0399704158163,37.168187086572125,74.98507463
43,56.0399836399875,37.16819635067464,84.86486486
44,56.03999686415796,37.16820561478351,498.0689655
45,56.04001008832776,37.16821487889872,225.6875
46,56.040023312496864,37.16822414302029,91.34545455
47,56.04003653666527,37.16823340714821,51.71764706
48,56.04004976083298,37.16824267128247,58.26804124
49,56.040062985,37.168251935423086,58.61333333
50,56.04007620916632,37.168261199570054,61.7704918
51,56.04008943333195,37.16827046372337,54.23636364
52,56.04010265749689,37.16827972788303,51.26530612
53,56.04011588166113,37.16828899204904,65.72093023
54,56.04012910582466,37.168298256221405,55.20879121
55,56.04014232998753,37.16830752040012,74.27956989
56,56.040155554149685,37.16831678458518,79.36263736
57,56.04016877831116,37.16832604877659,
58,56.04018200247193,37.16833531297435,
59,56.040195226631994,37.168344577178466,68.03333333
60,56.04020845079138,37.16835384138893,69.77777778
61,56.040221674950075,37.168363105605735,84.86486486
62,56.040234899108064,37.168372369828894,23.64235294
63,56.040248123265364,37.168381634058406,116.7435897
64,56.04026134742196,37.16839089829427,72.18390805
65,56.04027457157788,37.16840016253648,70.65
66,56.04028779573311,37.16840942678504,77.07272727
67,56.04030101988762,37.168418691039946,119.32
68,56.04031424404146,37.168427955301205,86.35
69,56.0403274681946,37.16843721956881,93.21875
70,56.04034069234703,37.16844648384277,39.74683544
71,56.040353916498795,37.16845574812308,71.02380952
72,56.04036714064984,37.16846501240974,123.7529412
73,56.0403803648002,37.16847427670274,
74,56.04039358894987,37.168483541002104,
75,56.04040681309884,37.16849280530781,
76,56.040420037247124,37.16850206961987,
77,56.04043326139471,37.16851133393828,
78,56.0404464855416,37.16852059826303,60.77419355
79,56.04045970968779,37.16852986259414,75.36
80,56.040472933833286,37.1685391269316,65.21538462
81,56.04048615797811,37.1685483912754,75.36
82,56.040499382122206,37.168557655625555,69.08
83,56.04051260626563,37.16856691998206,65.56043956
84,56.04052583040835,37.16857618434492,200.5060241
85,56.04053905455039,37.168585448714126,34.25454545
86,56.04055227869172,37.16859471308968,74.87692308
87,56.040565502832365,37.16860397747159,71.77142857
88,56.040578726972306,37.168613241859845,94.63013699
89,56.04059195111158,37.16862250625445,78.5
90,56.040605175250136,37.16863177065541,78.5
91,56.040618399388,37.16864103506271,67.97938144
92,56.04063162352518,37.16865029947637,68.50909091
93,56.04064484766165,37.16865956389637,94.2
94,56.040658071797445,37.16866882832272,79.92727273
95,56.04067129593254,37.16867809275543,85.63636364
96,56.040684520066925,37.168687357194486,86.35
97,56.04069774420063,37.168696621639896,97.05454545
98,56.040710968333634,37.16870588609165,113.04
99,56.040724192465966,37.16871515054975,115.6842105
100,56.04073741659759,37.16872441501421,94.57831325
101,56.040750640728504,37.168733679485015,97.34
102,56.04076386485873,37.16874294396217,104.6666667
103,56.04077708898828,37.168752208445675,121.9058824
104,56.040790313117114,37.16876147293553,139.8727273
105,56.04080353724526,37.168770737431736,110.7263158
106,56.04081676137272,37.16878000193429,120.7692308
107,56.04082998549949,37.16878926644319,118.3188406
108,56.04084320962555,37.16879853095845,130.4935065
109,56.040856433750925,37.168807795480056,82.425
110,56.040869657875604,37.16881706000801,
111,56.040882881999586,37.168826324542316,97.68888889
112,56.04089610612288,37.168835589082974,122.46
113,56.040911,37.168846,95.02631579
