Latitude,Longitude,RESapparent,data_set
56.04067129593254,37.16867809275543,85.63636364,hep_5
56.040684520066925,37.168687357194486,86.35,hep_5
56.04069774420063,37.168696621639896,97.05454545,hep_5
56.040710968333634,37.16870588609165,113.04,hep_5
56.040724192465966,37.16871515054975,115.6842105,hep_5
56.04073741659759,37.16872441501421,94.57831325,hep_5
56.040750640728504,37.168733679485015,97.34,hep_5
56.04076386485873,37.16874294396217,104.6666667,hep_5
56.04077708898828,37.168752208445675,121.9058824,hep_5
56.040790313117114,37.16876147293553,139.8727273,hep_5
56.04080353724526,37.168770737431736,110.7263158,hep_5
56.04081676137272,37.16878000193429,120.7692308,hep_5
56.04082998549949,37.16878926644319,118.3188406,hep_5
56.04084320962555,37.16879853095845,130.4935065,hep_5
56.040856433750925,37.168807795480056,82.425,hep_5
56.040869657875604,37.16881706000801,,hep_5
56.040882881999586,37.168826324542316,97.68888889,hep_5
56.04089610612288,37.168835589082974,122.46,hep_5
56.040911,37.168846,95.02631579,hep_5
